epoch,auc,binary_accuracy,loss,lr,precision,recall,val_auc,val_binary_accuracy,val_loss,val_precision,val_recall
0,0.5269923806190491,0.4921875,1.4683232307434082,0.001,0.47826087474823,0.4399999976158142,0.6526170969009399,0.5859375,0.9713800549507141,0.5767195820808411,0.8074073791503906
1,0.5362510085105896,0.51171875,1.644821286201477,0.001,0.47413793206214905,0.462184876203537,0.713892936706543,0.640625,0.7912729978561401,0.7127659320831299,0.5075757503509521
2,0.5924562215805054,0.55859375,1.4212861061096191,0.001,0.5903614163398743,0.6853147149085999,0.6805419921875,0.62109375,0.7749494314193726,0.6163522005081177,0.7313432693481445
3,0.661195695400238,0.59765625,1.1473534107208252,0.001,0.6315789222717285,0.5413534045219421,0.71875,0.67578125,0.7662725448608398,0.6149068474769592,0.824999988079071
4,0.7291399836540222,0.68359375,0.9286379218101501,0.001,0.6666666865348816,0.7244094610214233,0.7980834245681763,0.7265625,0.5860493183135986,0.7279999852180481,0.7165354490280151
5,0.6714276671409607,0.61328125,1.0730804204940796,0.001,0.6206896305084229,0.5669291615486145,0.7861447334289551,0.703125,0.5883896946907043,0.6470588445663452,0.6936936974525452
6,0.688568115234375,0.64453125,1.0253770351409912,0.00090483745,0.6370370388031006,0.671875,0.7965627312660217,0.73046875,0.6086971163749695,0.7264150977134705,0.6581196784973145
7,0.693939208984375,0.61328125,1.0092437267303467,0.0008187308,0.6141732335090637,0.609375,0.7987852692604065,0.7265625,0.6196719408035278,0.7092198729515076,0.7751938104629517
8,0.752008855342865,0.69140625,0.8895686268806458,0.0007408183,0.6470588445663452,0.7394958138465881,0.7986226677894592,0.71875,0.5670455694198608,0.7218543291091919,0.7841726541519165
9,0.7543196082115173,0.67578125,0.8687297105789185,0.0006703201,0.6666666865348816,0.5811966061592102,0.7883313298225403,0.70703125,0.6473439335823059,0.7469879388809204,0.5344827771186829
10,0.7201770544052124,0.66796875,0.9037579894065857,0.00060653075,0.6666666865348816,0.6507936716079712,0.8499205112457275,0.73828125,0.5548412799835205,0.6748466491699219,0.8870967626571655
11,0.7143685817718506,0.65234375,0.9795627593994141,0.00054881175,0.65625,0.6511628031730652,0.8395527005195618,0.78125,0.5272212624549866,0.7666666507720947,0.7666666507720947
12,0.7563616037368774,0.69140625,0.8059347867965698,0.0004965854,0.6641221642494202,0.7131147384643555,0.840549647808075,0.734375,0.560019314289093,0.8064516186714172,0.6000000238418579
13,0.6638426184654236,0.62890625,1.0965825319290161,0.00044932903,0.6216216087341309,0.5655737519264221,0.8668192625045776,0.78515625,0.4613722264766693,0.7629629373550415,0.817460298538208
14,0.7074557542800903,0.65625,0.8914291262626648,0.0004065697,0.6965517401695251,0.6965517401695251,0.8404762744903564,0.74609375,0.6090433597564697,0.6848484873771667,0.89682537317276
15,0.7197275757789612,0.67578125,0.9325969219207764,0.0003678795,0.6713286638259888,0.7272727489471436,0.83711838722229,0.75390625,0.5217974781990051,0.7680000066757202,0.7384615540504456
16,0.723390519618988,0.66796875,0.850213348865509,0.00033287113,0.6428571343421936,0.6153846383094788,0.8322916030883789,0.75390625,0.5501192808151245,0.7938144207000732,0.6416666507720947
17,0.7574925422668457,0.67578125,0.8285442590713501,0.00030119426,0.6796875,0.6744186282157898,0.8694656491279602,0.79296875,0.45578324794769287,0.8145161271095276,0.7709923386573792
18,0.7037817239761353,0.6171875,0.8990330696105957,0.00027253185,0.60317462682724,0.6129032373428345,0.8984236717224121,0.80078125,0.3899318277835846,0.7866666913032532,0.8613138794898987
19,0.7295332551002502,0.6484375,0.9273512363433838,0.00024659702,0.625,0.6854838728904724,0.8502136468887329,0.76171875,0.4906028211116791,0.7284768223762512,0.8461538553237915
